target_id,sales_rep_id,year,quarter,month,quota_amount,actual_amount,achievement_percent,deals_closed,avg_deal_size,new_customers,territory,sales_team
TGT-2024-Q1-REP-0131-02,REP-0131,2024,Q1,February,46666.67,58075.74,124.45,32,1814.87,12,East,SMB Sales
TGT-2024-Q1-REP-0132-02,REP-0132,2024,Q1,February,83583.33,58770.09,70.31,11,5342.74,5,EMEA,Enterprise Sales
TGT-2024-Q1-REP-0133-02,REP-0133,2024,Q1,February,99416.67,104084.94,104.70,20,5204.25,7,West,Enterprise Sales
TGT-2024-Q1-REP-0134-02,REP-0134,2024,Q1,February,71000.00,68613.16,96.64,30,2287.11,17,East,Mid-Market
TGT-2024-Q1-REP-0135-02,REP-0135,2024,Q1,February,39166.67,48771.23,124.52,42,1161.22,20,APAC,Inside Sales
TGT-2024-Q1-REP-0136-02,REP-0136,2024,Q1,February,130833.33,114887.55,87.81,12,9573.96,7,LATAM,Partner Sales
TGT-2024-Q1-REP-0137-02,REP-0137,2024,Q1,February,47083.33,39417.84,83.72,32,1231.81,11,East,SMB Sales
TGT-2024-Q1-REP-0138-02,REP-0138,2024,Q1,February,44833.33,50163.32,111.89,43,1166.59,15,LATAM,Inside Sales
TGT-2024-Q1-REP-0139-02,REP-0139,2024,Q1,February,114750.00,132428.79,115.41,10,13242.88,3,LATAM,Partner Sales
TGT-2024-Q1-REP-0141-02,REP-0141,2024,Q1,February,102333.33,136638.56,133.52,11,12421.69,4,LATAM,Enterprise Sales
TGT-2024-Q1-REP-0142-02,REP-0142,2024,Q1,February,77750.00,89948.30,115.69,29,3101.67,9,EMEA,Mid-Market
TGT-2024-Q1-REP-0143-02,REP-0143,2024,Q1,February,83416.67,54605.25,65.46,20,2730.26,7,East,Enterprise Sales
TGT-2024-Q1-REP-0145-02,REP-0145,2024,Q1,February,41916.67,55793.63,133.11,38,1468.25,17,LATAM,Inside Sales
TGT-2024-Q1-REP-0146-02,REP-0146,2024,Q1,February,129583.33,125500.64,96.85,25,5020.03,10,LATAM,Partner Sales
TGT-2024-Q1-REP-0147-02,REP-0147,2024,Q1,February,75750.00,81015.40,106.95,27,3000.57,13,West,Mid-Market
TGT-2024-Q1-REP-0148-02,REP-0148,2024,Q1,February,42916.67,29560.00,68.88,31,953.55,14,EMEA,SMB Sales
TGT-2024-Q1-REP-0149-02,REP-0149,2024,Q1,February,94000.00,81018.54,86.19,19,4264.13,9,APAC,Enterprise Sales
TGT-2024-Q1-REP-0150-02,REP-0150,2024,Q1,February,43500.00,56796.04,130.57,42,1352.29,18,East,SMB Sales
TGT-2024-Q1-REP-0001-03,REP-0001,2024,Q1,March,107833.33,146699.59,136.04,13,11284.58,5,LATAM,Enterprise Sales
TGT-2024-Q1-REP-0002-03,REP-0002,2024,Q1,March,41416.67,55499.39,134.00,39,1423.06,22,East,Inside Sales
TGT-2024-Q1-REP-0003-03,REP-0003,2024,Q1,March,43000.00,46683.71,108.57,25,1867.35,13,Central,SMB Sales
TGT-2024-Q1-REP-0004-03,REP-0004,2024,Q1,March,87416.67,67981.00,77.77,16,4248.81,7,East,Enterprise Sales
TGT-2024-Q1-REP-0005-03,REP-0005,2024,Q1,March,68833.33,80615.09,117.12,22,3664.32,11,APAC,Mid-Market
TGT-2024-Q1-REP-0006-03,REP-0006,2024,Q1,March,49000.00,49308.23,100.63,42,1174.01,22,LATAM,SMB Sales
TGT-2024-Q1-REP-0007-03,REP-0007,2024,Q1,March,117000.00,75457.47,64.49,15,5030.50,7,APAC,Partner Sales
TGT-2024-Q1-REP-0008-03,REP-0008,2024,Q1,March,37500.00,46580.56,124.21,32,1455.64,10,West,Inside Sales
TGT-2024-Q1-REP-0010-03,REP-0010,2024,Q1,March,71500.00,52929.07,74.03,17,3113.47,9,EMEA,Mid-Market
TGT-2024-Q1-REP-0011-03,REP-0011,2024,Q1,March,107000.00,126962.99,118.66,16,7935.19,6,EMEA,Enterprise Sales
TGT-2024-Q1-REP-0012-03,REP-0012,2024,Q1,March,69666.67,72801.84,104.50,20,3640.09,7,EMEA,Mid-Market
TGT-2024-Q1-REP-0013-03,REP-0013,2024,Q1,March,99916.67,120695.47,120.80,8,15086.93,3,Central,Enterprise Sales
TGT-2024-Q1-REP-0014-03,REP-0014,2024,Q1,March,122750.00,141895.27,115.60,16,8868.45,6,East,Partner Sales
TGT-2024-Q1-REP-0015-03,REP-0015,2024,Q1,March,77916.67,68837.93,88.35,21,3278.00,9,APAC,Mid-Market
TGT-2024-Q1-REP-0016-03,REP-0016,2024,Q1,March,76916.67,99476.26,129.33,15,6631.75,6,West,Mid-Market
TGT-2024-Q1-REP-0017-03,REP-0017,2024,Q1,March,41000.00,29098.74,70.97,38,765.76,19,East,Inside Sales
TGT-2024-Q1-REP-0018-03,REP-0018,2024,Q1,March,85500.00,81680.61,95.53,20,4084.03,6,EMEA,Enterprise Sales
TGT-2024-Q1-REP-0019-03,REP-0019,2024,Q1,March,46083.33,58131.26,126.14,20,2906.56,8,Central,SMB Sales
TGT-2024-Q1-REP-0020-03,REP-0020,2024,Q1,March,102083.33,71652.15,70.19,22,3256.92,9,Central,Partner Sales
TGT-2024-Q1-REP-0021-03,REP-0021,2024,Q1,March,39666.67,25833.50,65.13,31,833.34,15,West,Inside Sales
TGT-2024-Q1-REP-0022-03,REP-0022,2024,Q1,March,48416.67,32516.53,67.16,36,903.24,12,APAC,SMB Sales
TGT-2024-Q1-REP-0023-03,REP-0023,2024,Q1,March,42583.33,33676.50,79.08,29,1161.26,12,East,Inside Sales
TGT-2024-Q1-REP-0024-03,REP-0024,2024,Q1,March,45333.33,62040.34,136.85,38,1632.64,16,Central,Inside Sales
TGT-2024-Q1-REP-0025-03,REP-0025,2024,Q1,March,41416.67,37893.75,91.49,45,842.08,23,West,Inside Sales
TGT-2024-Q1-REP-0026-03,REP-0026,2024,Q1,March,44833.33,56398.06,125.79,47,1199.96,23,LATAM,Inside Sales
TGT-2024-Q1-REP-0027-03,REP-0027,2024,Q1,March,44833.33,32726.48,73.00,36,909.07,17,EMEA,Inside Sales
TGT-2024-Q1-REP-0029-03,REP-0029,2024,Q1,March,107333.33,140307.97,130.72,12,11692.33,6,LATAM,Enterprise Sales
TGT-2024-Q1-REP-0030-03,REP-0030,2024,Q1,March,42250.00,34271.94,81.12,24,1428.00,8,West,SMB Sales
TGT-2024-Q1-REP-0031-03,REP-0031,2024,Q1,March,46833.33,60219.21,128.58,31,1942.56,15,Central,SMB Sales
TGT-2024-Q1-REP-0032-03,REP-0032,2024,Q1,March,102583.33,71210.87,69.42,18,3956.16,8,Central,Enterprise Sales
TGT-2024-Q1-REP-0034-03,REP-0034,2024,Q1,March,34750.00,28203.90,81.16,37,762.27,17,East,Inside Sales
TGT-2024-Q1-REP-0035-03,REP-0035,2024,Q1,March,105500.00,65429.67,62.02,18,3634.98,7,East,Enterprise Sales
TGT-2024-Q1-REP-0036-03,REP-0036,2024,Q1,March,33583.33,28163.21,83.86,28,1005.83,12,West,Inside Sales
TGT-2024-Q1-REP-0037-03,REP-0037,2024,Q1,March,53333.33,61299.53,114.94,43,1425.57,24,EMEA,SMB Sales
TGT-2024-Q1-REP-0038-03,REP-0038,2024,Q1,March,120750.00,79714.92,66.02,13,6131.92,7,LATAM,Partner Sales
TGT-2024-Q1-REP-0039-03,REP-0039,2024,Q1,March,34916.67,35133.48,100.62,45,780.74,21,Central,Inside Sales
TGT-2024-Q1-REP-0040-03,REP-0040,2024,Q1,March,91083.33,95236.70,104.56,18,5290.93,10,East,Enterprise Sales
TGT-2024-Q1-REP-0041-03,REP-0041,2024,Q1,March,72250.00,83187.23,115.14,20,4159.36,8,APAC,Mid-Market
TGT-2024-Q1-REP-0043-03,REP-0043,2024,Q1,March,43416.67,43129.77,99.34,41,1051.95,16,Central,SMB Sales
TGT-2024-Q1-REP-0044-03,REP-0044,2024,Q1,March,90750.00,68304.22,75.27,12,5692.02,4,Central,Enterprise Sales
TGT-2024-Q1-REP-0045-03,REP-0045,2024,Q1,March,109583.33,87179.69,79.56,14,6227.12,7,East,Partner Sales
TGT-2024-Q1-REP-0046-03,REP-0046,2024,Q1,March,90250.00,63668.01,70.55,9,7074.22,4,LATAM,Enterprise Sales
TGT-2024-Q1-REP-0047-03,REP-0047,2024,Q1,March,51750.00,59385.34,114.75,30,1979.51,13,EMEA,SMB Sales
TGT-2024-Q1-REP-0048-03,REP-0048,2024,Q1,March,43416.67,35214.68,81.11,30,1173.82,15,East,Inside Sales
TGT-2024-Q1-REP-0049-03,REP-0049,2024,Q1,March,72833.33,54703.58,75.11,23,2378.42,9,West,Mid-Market
TGT-2024-Q1-REP-0050-03,REP-0050,2024,Q1,March,46166.67,36644.34,79.37,23,1593.23,7,APAC,SMB Sales
TGT-2024-Q1-REP-0051-03,REP-0051,2024,Q1,March,108916.67,90021.05,82.65,19,4737.95,7,Central,Partner Sales
TGT-2024-Q1-REP-0052-03,REP-0052,2024,Q1,March,102000.00,85934.35,84.25,14,6138.17,6,West,Enterprise Sales
TGT-2024-Q1-REP-0053-03,REP-0053,2024,Q1,March,73916.67,73888.06,99.96,24,3078.67,7,EMEA,Mid-Market
TGT-2024-Q1-REP-0054-03,REP-0054,2024,Q1,March,88250.00,54385.07,61.63,12,4532.09,5,West,Enterprise Sales
TGT-2024-Q1-REP-0055-03,REP-0055,2024,Q1,March,112750.00,80459.82,71.36,11,7314.53,4,Central,Partner Sales
TGT-2024-Q1-REP-0056-03,REP-0056,2024,Q1,March,120333.33,90967.09,75.60,22,4134.87,12,APAC,Partner Sales
TGT-2024-Q1-REP-0057-03,REP-0057,2024,Q1,March,104833.33,94593.60,90.23,14,6756.69,6,East,Enterprise Sales
TGT-2024-Q1-REP-0058-03,REP-0058,2024,Q1,March,50166.67,45757.87,91.21,25,1830.31,13,LATAM,SMB Sales
TGT-2024-Q1-REP-0059-03,REP-0059,2024,Q1,March,107833.33,40203.65,37.28,14,2871.69,4,APAC,Partner Sales
TGT-2024-Q1-REP-0060-03,REP-0060,2024,Q1,March,44000.00,52777.74,119.95,44,1199.49,13,EMEA,Inside Sales
TGT-2024-Q1-REP-0061-03,REP-0061,2024,Q1,March,51500.00,36892.47,71.64,24,1537.19,13,LATAM,SMB Sales
TGT-2024-Q1-REP-0062-03,REP-0062,2024,Q1,March,50000.00,40166.45,80.33,38,1057.01,13,EMEA,SMB Sales
TGT-2024-Q1-REP-0063-03,REP-0063,2024,Q1,March,47333.33,53834.21,113.73,31,1736.59,17,LATAM,SMB Sales
TGT-2024-Q1-REP-0064-03,REP-0064,2024,Q1,March,105083.33,142387.28,135.50,17,8375.72,9,LATAM,Enterprise Sales
TGT-2024-Q1-REP-0065-03,REP-0065,2024,Q1,March,98500.00,113249.08,114.97,17,6661.71,8,East,Enterprise Sales
TGT-2024-Q1-REP-0066-03,REP-0066,2024,Q1,March,35750.00,41507.93,116.11,50,830.16,16,LATAM,Inside Sales
TGT-2024-Q1-REP-0067-03,REP-0067,2024,Q1,March,47416.67,52009.29,109.69,43,1209.52,13,LATAM,SMB Sales
TGT-2024-Q1-REP-0068-03,REP-0068,2024,Q1,March,78583.33,78821.21,100.30,22,3582.78,9,APAC,Mid-Market
TGT-2024-Q1-REP-0069-03,REP-0069,2024,Q1,March,70416.67,84259.87,119.66,15,5617.32,6,West,Mid-Market
TGT-2024-Q1-REP-0070-03,REP-0070,2024,Q1,March,44666.67,41072.21,91.95,42,977.91,14,Central,SMB Sales
TGT-2024-Q1-REP-0071-03,REP-0071,2024,Q1,March,132500.00,85387.63,64.44,17,5022.80,7,APAC,Partner Sales
TGT-2024-Q1-REP-0072-03,REP-0072,2024,Q1,March,38250.00,41609.51,108.78,27,1541.09,13,EMEA,Inside Sales
TGT-2024-Q1-REP-0073-03,REP-0073,2024,Q1,March,107333.33,80941.14,75.41,12,6745.10,4,West,Partner Sales
TGT-2024-Q1-REP-0074-03,REP-0074,2024,Q1,March,86083.33,98822.26,114.80,12,8235.19,5,East,Enterprise Sales
TGT-2024-Q1-REP-0075-03,REP-0075,2024,Q1,March,75250.00,75216.99,99.96,22,3418.95,9,APAC,Mid-Market
TGT-2024-Q1-REP-0076-03,REP-0076,2024,Q1,March,39416.67,43008.42,109.11,45,955.74,24,Central,Inside Sales
TGT-2024-Q1-REP-0077-03,REP-0077,2024,Q1,March,43500.00,52038.05,119.63,44,1182.68,22,APAC,Inside Sales
TGT-2024-Q1-REP-0078-03,REP-0078,2024,Q1,March,96916.67,129484.36,133.60,19,6814.97,6,LATAM,Enterprise Sales
TGT-2024-Q1-REP-0079-03,REP-0079,2024,Q1,March,37750.00,32606.65,86.38,28,1164.52,13,EMEA,Inside Sales
TGT-2024-Q1-REP-0080-03,REP-0080,2024,Q1,March,114666.67,113354.00,98.86,13,8719.54,6,Central,Partner Sales
TGT-2024-Q1-REP-0082-03,REP-0082,2024,Q1,March,119833.33,153928.97,128.45,17,9054.65,7,EMEA,Partner Sales
TGT-2024-Q1-REP-0083-03,REP-0083,2024,Q1,March,70333.33,51608.03,73.38,25,2064.32,11,Central,Mid-Market
TGT-2024-Q1-REP-0084-03,REP-0084,2024,Q1,March,90916.67,60559.02,66.61,11,5505.37,6,East,Enterprise Sales
TGT-2024-Q1-REP-0085-03,REP-0085,2024,Q1,March,52666.67,54318.88,103.14,31,1752.22,13,West,SMB Sales
TGT-2024-Q1-REP-0086-03,REP-0086,2024,Q1,March,42083.33,51541.49,122.47,25,2061.66,13,East,SMB Sales
TGT-2024-Q1-REP-0087-03,REP-0087,2024,Q1,March,114750.00,144825.03,126.21,14,10344.64,6,Central,Partner Sales
TGT-2024-Q1-REP-0088-03,REP-0088,2024,Q1,March,44583.33,30885.61,69.28,33,935.93,14,Central,SMB Sales
TGT-2024-Q1-REP-0089-03,REP-0089,2024,Q1,March,34000.00,42393.16,124.69,45,942.07,17,Central,Inside Sales
TGT-2024-Q1-REP-0090-03,REP-0090,2024,Q1,March,112750.00,106217.57,94.21,20,5310.88,11,East,Partner Sales
TGT-2024-Q1-REP-0091-03,REP-0091,2024,Q1,March,41666.67,51465.66,123.52,23,2237.64,11,APAC,SMB Sales
TGT-2024-Q1-REP-0092-03,REP-0092,2024,Q1,March,88000.00,117423.16,133.44,9,13047.02,4,APAC,Enterprise Sales
TGT-2024-Q1-REP-0093-03,REP-0093,2024,Q1,March,98833.33,72127.51,72.98,10,7212.75,3,Central,Enterprise Sales
TGT-2024-Q1-REP-0094-03,REP-0094,2024,Q1,March,129666.67,130789.70,100.87,13,10060.75,4,LATAM,Partner Sales
TGT-2024-Q1-REP-0095-03,REP-0095,2024,Q1,March,66916.67,75107.60,112.24,30,2503.59,12,EMEA,Mid-Market
TGT-2024-Q1-REP-0096-03,REP-0096,2024,Q1,March,73583.33,60161.29,81.76,30,2005.38,17,East,Mid-Market
TGT-2024-Q1-REP-0098-03,REP-0098,2024,Q1,March,105750.00,114759.75,108.52,25,4590.39,11,Central,Partner Sales
TGT-2024-Q1-REP-0099-03,REP-0099,2024,Q1,March,34500.00,21974.38,63.69,31,708.85,10,Central,Inside Sales
TGT-2024-Q1-REP-0100-03,REP-0100,2024,Q1,March,69583.33,84410.62,121.31,17,4965.33,6,APAC,Mid-Market
TGT-2024-Q1-REP-0101-03,REP-0101,2024,Q1,March,73166.67,80108.96,109.49,23,3483.00,8,EMEA,Mid-Market
TGT-2024-Q1-REP-0102-03,REP-0102,2024,Q1,March,36916.67,31127.05,84.32,31,1004.10,17,EMEA,Inside Sales
TGT-2024-Q1-REP-0103-03,REP-0103,2024,Q1,March,68083.33,67629.30,99.33,29,2332.04,16,West,Mid-Market
TGT-2024-Q1-REP-0104-03,REP-0104,2024,Q1,March,95750.00,85881.20,89.69,14,6134.37,5,East,Enterprise Sales
TGT-2024-Q1-REP-0105-03,REP-0105,2024,Q1,March,100916.67,82764.69,82.01,19,4356.04,6,APAC,Enterprise Sales
TGT-2024-Q1-REP-0106-03,REP-0106,2024,Q1,March,109666.67,139969.73,127.63,17,8233.51,9,EMEA,Partner Sales
TGT-2024-Q1-REP-0107-03,REP-0107,2024,Q1,March,107333.33,127321.08,118.62,17,7489.48,9,East,Partner Sales
TGT-2024-Q1-REP-0108-03,REP-0108,2024,Q1,March,102000.00,126475.13,124.00,13,9728.86,4,LATAM,Enterprise Sales
TGT-2024-Q1-REP-0109-03,REP-0109,2024,Q1,March,46166.67,50980.23,110.43,31,1644.52,16,East,SMB Sales
TGT-2024-Q1-REP-0110-03,REP-0110,2024,Q1,March,88583.33,85885.72,96.95,16,5367.86,8,EMEA,Enterprise Sales
TGT-2024-Q1-REP-0111-03,REP-0111,2024,Q1,March,120833.33,152456.34,126.17,13,11727.41,6,East,Partner Sales
TGT-2024-Q1-REP-0112-03,REP-0112,2024,Q1,March,39250.00,50354.80,128.29,39,1291.15,22,APAC,Inside Sales
TGT-2024-Q1-REP-0113-03,REP-0113,2024,Q1,March,102250.00,107241.02,104.88,11,9749.18,4,Central,Enterprise Sales
TGT-2024-Q1-REP-0114-03,REP-0114,2024,Q1,March,105500.00,63268.33,59.97,10,6326.83,4,West,Enterprise Sales
TGT-2024-Q1-REP-0115-03,REP-0115,2024,Q1,March,125833.33,161193.88,128.10,22,7326.99,12,West,Partner Sales
TGT-2024-Q1-REP-0116-03,REP-0116,2024,Q1,March,46916.67,41096.07,87.59,39,1053.75,20,LATAM,SMB Sales
TGT-2024-Q1-REP-0117-03,REP-0117,2024,Q1,March,115666.67,140330.75,121.32,23,6101.34,13,West,Partner Sales
TGT-2024-Q1-REP-0118-03,REP-0118,2024,Q1,March,118416.67,141155.31,119.20,24,5881.47,10,West,Partner Sales
TGT-2024-Q1-REP-0120-03,REP-0120,2024,Q1,March,103500.00,78535.34,75.88,24,3272.31,14,APAC,Partner Sales
TGT-2024-Q1-REP-0121-03,REP-0121,2024,Q1,March,104750.00,116196.57,110.93,15,7746.44,5,West,Partner Sales
TGT-2024-Q1-REP-0122-03,REP-0122,2024,Q1,March,74916.67,59801.03,79.82,25,2392.04,13,APAC,Mid-Market
TGT-2024-Q1-REP-0123-03,REP-0123,2024,Q1,March,129166.67,70923.70,54.91,14,5065.98,6,APAC,Partner Sales
TGT-2024-Q1-REP-0124-03,REP-0124,2024,Q1,March,53833.33,71004.89,131.90,39,1820.64,12,LATAM,SMB Sales
TGT-2024-Q1-REP-0125-03,REP-0125,2024,Q1,March,118666.67,128864.01,108.59,25,5154.56,8,Central,Partner Sales
TGT-2024-Q1-REP-0127-03,REP-0127,2024,Q1,March,66833.33,52225.14,78.14,21,2486.91,8,APAC,Mid-Market
TGT-2024-Q1-REP-0128-03,REP-0128,2024,Q1,March,70083.33,58454.99,83.41,27,2165.00,10,LATAM,Mid-Market
TGT-2024-Q1-REP-0129-03,REP-0129,2024,Q1,March,74416.67,47988.78,64.49,27,1777.36,16,East,Mid-Market
TGT-2024-Q1-REP-0130-03,REP-0130,2024,Q1,March,37416.67,37184.69,99.38,41,906.94,15,West,Inside Sales
TGT-2024-Q1-REP-0131-03,REP-0131,2024,Q1,March,46666.67,33663.01,72.14,35,961.80,12,East,SMB Sales
TGT-2024-Q1-REP-0132-03,REP-0132,2024,Q1,March,83583.33,96122.79,115.00,10,9612.28,4,EMEA,Enterprise Sales
TGT-2024-Q1-REP-0133-03,REP-0133,2024,Q1,March,99416.67,102332.46,102.93,14,7309.46,5,West,Enterprise Sales
TGT-2024-Q1-REP-0134-03,REP-0134,2024,Q1,March,71000.00,88610.88,124.80,21,4219.57,10,East,Mid-Market
TGT-2024-Q1-REP-0135-03,REP-0135,2024,Q1,March,39166.67,31080.23,79.35,29,1071.73,14,APAC,Inside Sales
TGT-2024-Q1-REP-0136-03,REP-0136,2024,Q1,March,130833.33,104234.29,79.67,16,6514.64,8,LATAM,Partner Sales
TGT-2024-Q1-REP-0137-03,REP-0137,2024,Q1,March,47083.33,33109.29,70.32,39,848.96,18,East,SMB Sales
TGT-2024-Q1-REP-0138-03,REP-0138,2024,Q1,March,44833.33,53811.42,120.03,44,1222.99,22,LATAM,Inside Sales
TGT-2024-Q1-REP-0139-03,REP-0139,2024,Q1,March,114750.00,114508.25,99.79,19,6026.75,10,LATAM,Partner Sales
TGT-2024-Q1-REP-0141-03,REP-0141,2024,Q1,March,102333.33,123711.09,120.89,12,10309.26,5,LATAM,Enterprise Sales
TGT-2024-Q1-REP-0142-03,REP-0142,2024,Q1,March,77750.00,81177.88,104.41,15,5411.86,6,EMEA,Mid-Market
TGT-2024-Q1-REP-0143-03,REP-0143,2024,Q1,March,83416.67,104534.91,125.32,19,5501.84,10,East,Enterprise Sales
TGT-2024-Q1-REP-0145-03,REP-0145,2024,Q1,March,41916.67,33160.61,79.11,39,850.27,13,LATAM,Inside Sales
TGT-2024-Q1-REP-0146-03,REP-0146,2024,Q1,March,129583.33,93258.25,71.97,24,3885.76,13,LATAM,Partner Sales
TGT-2024-Q1-REP-0147-03,REP-0147,2024,Q1,March,75750.00,96147.86,126.93,17,5655.76,5,West,Mid-Market
TGT-2024-Q1-REP-0148-03,REP-0148,2024,Q1,March,42916.67,36041.86,83.98,40,901.05,14,EMEA,SMB Sales
TGT-2024-Q1-REP-0149-03,REP-0149,2024,Q1,March,94000.00,60007.16,63.84,17,3529.83,7,APAC,Enterprise Sales
TGT-2024-Q1-REP-0150-03,REP-0150,2024,Q1,March,43500.00,35719.94,82.11,35,1020.57,20,East,SMB Sales
TGT-2024-Q2-REP-0001-04,REP-0001,2024,Q2,April,107833.33,106337.80,98.61,18,5907.66,10,LATAM,Enterprise Sales
TGT-2024-Q2-REP-0002-04,REP-0002,2024,Q2,April,41416.67,53182.81,128.41,49,1085.36,15,East,Inside Sales
TGT-2024-Q2-REP-0003-04,REP-0003,2024,Q2,April,43000.00,60592.09,140.91,20,3029.60,11,Central,SMB Sales
TGT-2024-Q2-REP-0004-04,REP-0004,2024,Q2,April,87416.67,121377.10,138.85,10,12137.71,3,East,Enterprise Sales
TGT-2024-Q2-REP-0005-04,REP-0005,2024,Q2,April,68833.33,62004.71,90.08,30,2066.82,10,APAC,Mid-Market
TGT-2024-Q2-REP-0006-04,REP-0006,2024,Q2,April,49000.00,69522.19,141.88,35,1986.35,15,LATAM,SMB Sales
TGT-2024-Q2-REP-0007-04,REP-0007,2024,Q2,April,117000.00,59586.27,50.93,19,3136.12,9,APAC,Partner Sales
TGT-2024-Q2-REP-0008-04,REP-0008,2024,Q2,April,37500.00,30351.54,80.94,49,619.42,21,West,Inside Sales
TGT-2024-Q2-REP-0010-04,REP-0010,2024,Q2,April,71500.00,97346.31,136.15,30,3244.88,16,EMEA,Mid-Market
TGT-2024-Q2-REP-0011-04,REP-0011,2024,Q2,April,107000.00,92706.01,86.64,11,8427.82,4,EMEA,Enterprise Sales
TGT-2024-Q2-REP-0012-04,REP-0012,2024,Q2,April,69666.67,94658.59,135.87,27,3505.87,10,EMEA,Mid-Market
TGT-2024-Q2-REP-0013-04,REP-0013,2024,Q2,April,99916.67,108150.23,108.24,13,8319.25,3,Central,Enterprise Sales
TGT-2024-Q2-REP-0014-04,REP-0014,2024,Q2,April,122750.00,136321.71,111.06,11,12392.88,4,East,Partner Sales
TGT-2024-Q2-REP-0015-04,REP-0015,2024,Q2,April,77916.67,103724.82,133.12,29,3576.72,16,APAC,Mid-Market
TGT-2024-Q2-REP-0016-04,REP-0016,2024,Q2,April,76916.67,96038.27,124.86,21,4573.25,7,West,Mid-Market
TGT-2024-Q2-REP-0017-04,REP-0017,2024,Q2,April,41000.00,54991.19,134.12,49,1122.27,25,East,Inside Sales
TGT-2024-Q2-REP-0018-04,REP-0018,2024,Q2,April,85500.00,108174.90,126.52,8,13521.86,3,EMEA,Enterprise Sales
TGT-2024-Q2-REP-0019-04,REP-0019,2024,Q2,April,46083.33,58264.83,126.43,20,2913.24,6,Central,SMB Sales
TGT-2024-Q2-REP-0020-04,REP-0020,2024,Q2,April,102083.33,91945.14,90.07,25,3677.81,10,Central,Partner Sales
TGT-2024-Q2-REP-0021-04,REP-0021,2024,Q2,April,39666.67,32888.10,82.91,26,1264.93,11,West,Inside Sales
TGT-2024-Q2-REP-0022-04,REP-0022,2024,Q2,April,48416.67,68498.64,141.48,28,2446.38,9,APAC,SMB Sales
TGT-2024-Q2-REP-0023-04,REP-0023,2024,Q2,April,42583.33,55629.29,130.64,30,1854.31,13,East,Inside Sales
TGT-2024-Q2-REP-0024-04,REP-0024,2024,Q2,April,45333.33,46296.39,102.12,30,1543.21,17,Central,Inside Sales
TGT-2024-Q2-REP-0025-04,REP-0025,2024,Q2,April,41416.67,46268.58,111.71,43,1076.01,22,West,Inside Sales
TGT-2024-Q2-REP-0026-04,REP-0026,2024,Q2,April,44833.33,41313.11,92.15,34,1215.09,15,LATAM,Inside Sales
TGT-2024-Q2-REP-0027-04,REP-0027,2024,Q2,April,44833.33,40602.60,90.56,33,1230.38,16,EMEA,Inside Sales
TGT-2024-Q2-REP-0029-04,REP-0029,2024,Q2,April,107333.33,99630.77,92.82,9,11070.09,4,LATAM,Enterprise Sales
TGT-2024-Q2-REP-0030-04,REP-0030,2024,Q2,April,42250.00,51931.88,122.92,45,1154.04,25,West,SMB Sales
TGT-2024-Q2-REP-0031-04,REP-0031,2024,Q2,April,46833.33,44469.64,94.95,43,1034.18,13,Central,SMB Sales
TGT-2024-Q2-REP-0032-04,REP-0032,2024,Q2,April,102583.33,108740.93,106.00,13,8364.69,5,Central,Enterprise Sales
TGT-2024-Q2-REP-0034-04,REP-0034,2024,Q2,April,34750.00,48949.34,140.86,49,998.97,25,East,Inside Sales
TGT-2024-Q2-REP-0035-04,REP-0035,2024,Q2,April,105500.00,66865.70,63.38,17,3933.28,6,East,Enterprise Sales
TGT-2024-Q2-REP-0036-04,REP-0036,2024,Q2,April,33583.33,39040.42,116.25,35,1115.44,12,West,Inside Sales
TGT-2024-Q2-REP-0037-04,REP-0037,2024,Q2,April,53333.33,77031.41,144.43,33,2334.29,18,EMEA,SMB Sales
TGT-2024-Q2-REP-0038-04,REP-0038,2024,Q2,April,120750.00,161264.29,133.55,14,11518.88,5,LATAM,Partner Sales
TGT-2024-Q2-REP-0039-04,REP-0039,2024,Q2,April,34916.67,31377.49,89.86,47,667.61,24,Central,Inside Sales
TGT-2024-Q2-REP-0040-04,REP-0040,2024,Q2,April,91083.33,113885.33,125.03,13,8760.41,5,East,Enterprise Sales
TGT-2024-Q2-REP-0041-04,REP-0041,2024,Q2,April,72250.00,102309.49,141.60,19,5384.71,10,APAC,Mid-Market
TGT-2024-Q2-REP-0043-04,REP-0043,2024,Q2,April,43416.67,40338.40,92.91,28,1440.66,12,Central,SMB Sales
TGT-2024-Q2-REP-0044-04,REP-0044,2024,Q2,April,90750.00,81803.80,90.14,13,6292.60,7,Central,Enterprise Sales
TGT-2024-Q2-REP-0045-04,REP-0045,2024,Q2,April,109583.33,0.00,0.00,0,0.00,0,East,Partner Sales
TGT-2024-Q2-REP-0046-04,REP-0046,2024,Q2,April,90250.00,90963.41,100.79,9,10107.05,5,LATAM,Enterprise Sales
TGT-2024-Q2-REP-0047-04,REP-0047,2024,Q2,April,51750.00,42282.10,81.70,21,2013.43,7,EMEA,SMB Sales
TGT-2024-Q2-REP-0048-04,REP-0048,2024,Q2,April,43416.67,51514.28,118.65,43,1198.01,16,East,Inside Sales
TGT-2024-Q2-REP-0049-04,REP-0049,2024,Q2,April,72833.33,86059.58,118.16,22,3911.80,11,West,Mid-Market
TGT-2024-Q2-REP-0050-04,REP-0050,2024,Q2,April,46166.67,65961.47,142.88,35,1884.61,15,APAC,SMB Sales
TGT-2024-Q2-REP-0051-04,REP-0051,2024,Q2,April,108916.67,123772.74,113.64,11,11252.07,3,Central,Partner Sales
