customer_id,customer_name,industry,company_size,country,state_province,city,customer_since,customer_status,account_manager,annual_revenue_bucket,credit_limit,payment_terms,tax_id
CUST-01180,Innovative Enterprises LLC,Education,SMB,Netherlands,North Holland,Amsterdam,2018-08-06,Active,REP-0267,$10M-$50M,30000.00,Net 60,NE-968216-XYZ
CUST-01181,Apex Technologies Pte Ltd,Professional Services,SMB,Spain,Madrid,Madrid,2023-11-16,Inactive,REP-0078,$1M-$5M,30000.00,Net 45,SP-175038-ABC
CUST-01182,Premier Group SRL,Professional Services,Enterprise,Netherlands,North Holland,Amsterdam,2018-07-28,Active,REP-0156,$5M-$10M,80000.00,Net 45,NE-898096-XYZ
CUST-01183,Premier Systems Corp,Healthcare,SMB,Italy,Lazio,Rome,2020-01-09,Active,REP-0245,$5M-$10M,20000.00,Net 15,IT-649785-XYZ
CUST-01184,Premier Innovations Pte Ltd,Manufacturing,Enterprise,Singapore,,Singapore,2023-04-23,Active,REP-0045,$1M-$5M,80000.00,Net 30,SG-2020-238
CUST-01185,Innovative Technologies GmbH,Manufacturing,SMB,Spain,Catalonia,Barcelona,2021-07-07,Active,REP-0112,$10M-$50M,20000.00,Prepaid,SP-705069-123
CUST-01186,Apex Solutions GmbH,Healthcare,Enterprise,Singapore,,Singapore,2019-03-02,Active,REP-0245,$5M-$10M,100000.00,Net 60,SG-2020-612
CUST-01187,Global Technologies SRL,Education,Enterprise,Netherlands,North Holland,Amsterdam,2020-03-18,Active,REP-0078,$1M-$5M,200000.00,Net 15,NE-743800-123
CUST-01188,Apex Systems Corp,Financial Services,Mid-Market,United Kingdom,England,London,2021-04-23,Active,REP-0203,$50M-$100M,60000.00,Net 60,GB267250288
CUST-01189,Pro Technologies GmbH,Healthcare,Enterprise,Netherlands,North Holland,Amsterdam,2019-07-07,Inactive,REP-0203,$50M-$100M,100000.00,Prepaid,NE-248889-XYZ
CUST-01190,Advanced Solutions SRL,Manufacturing,SMB,France,Auvergne-Rhône-Alpes,Lyon,2018-12-16,Active,REP-0045,$100M+,25000.00,Net 15,FR-886290-123
CUST-01191,Advanced Corporation Corp,Healthcare,Enterprise,France,Ile-de-France,Paris,2022-12-16,Active,REP-0134,$1M-$5M,80000.00,Net 15,FR-316302-XYZ
CUST-01192,Elite Corporation GmbH,Education,Mid-Market,Germany,Berlin,Berlin,2023-01-09,Active,REP-0134,$100M+,40000.00,Net 60,DE838642706
CUST-01193,Innovative Partners LLC,Technology,SMB,Germany,Berlin,Berlin,2022-12-08,Active,REP-0203,$50M-$100M,25000.00,Net 15,DE728555038
CUST-01194,Tech Partners LLC,Retail,Mid-Market,Italy,Lazio,Rome,2020-06-26,Active,REP-0134,$10M-$50M,60000.00,Net 15,IT-238172-123
CUST-01195,Elite Technologies Ltd,Government,Mid-Market,Netherlands,North Holland,Amsterdam,2018-12-20,Active,REP-0267,$10M-$50M,40000.00,Prepaid,NE-330178-123
CUST-01196,Tech Group SARL,Education,Enterprise,United Kingdom,England,Manchester,2021-01-16,Active,REP-0112,$5M-$10M,150000.00,Net 60,GB406165791
CUST-01197,Nexus Group GmbH,Professional Services,Enterprise,USA,New York,Buffalo,2021-02-16,Active,REP-0267,$100M+,200000.00,Net 60,38-8755118
CUST-01198,Central Services AG,Professional Services,Mid-Market,United Kingdom,England,Manchester,2020-01-30,Active,REP-0089,$10M-$50M,40000.00,Net 45,GB444313819
CUST-01199,Innovative Systems AG,Education,Mid-Market,Netherlands,North Holland,Amsterdam,2018-06-22,Active,REP-0045,$100M+,50000.00,Prepaid,NE-145928-XYZ
CUST-01200,Summit Technologies Inc,Retail,Enterprise,Singapore,,Singapore,2021-12-09,Active,REP-0089,$5M-$10M,80000.00,Net 15,SG-2020-869
CUST-01201,Premier Corporation Inc,Professional Services,Mid-Market,Singapore,,Singapore,2022-08-14,Active,REP-0045,$100M+,50000.00,Net 45,SG-2022-254
CUST-01202,Quantum Partners Inc,Government,Enterprise,Netherlands,North Holland,Amsterdam,2020-12-13,Active,REP-0289,$100M+,80000.00,Net 45,NE-733663-XYZ
CUST-01203,Nexus Technologies Ltd,Government,Enterprise,Canada,Quebec,Montreal,2023-01-26,Active,REP-0134,$10M-$50M,200000.00,Net 30,CA-488510-XYZ
CUST-01204,Digital Group LLC,Professional Services,Mid-Market,USA,California,San Diego,2021-06-08,Active,REP-0245,$5M-$10M,45000.00,Net 45,55-7274266
CUST-01205,Summit Group AG,Financial Services,SMB,Italy,Lazio,Rome,2022-08-26,Active,REP-0203,$100M+,15000.00,Net 15,IT-805142-XYZ
CUST-01206,Quantum Corporation Inc,Professional Services,Mid-Market,Australia,Victoria,Melbourne,2023-09-14,Active,REP-0267,$50M-$100M,40000.00,Net 15,AU-268702-ABC
CUST-01207,Central Industries SRL,Manufacturing,Enterprise,USA,Texas,Dallas,2020-03-31,Active,REP-0045,$100M+,200000.00,Net 45,23-7797502
CUST-01208,Central Group AG,Technology,Enterprise,Italy,Lombardy,Milan,2021-11-30,Active,REP-0156,$100M+,80000.00,Net 60,IT-819576-123
CUST-01209,Global Corporation SRL,Healthcare,Mid-Market,Canada,British Columbia,Vancouver,2022-06-26,Active,REP-0289,$100M+,45000.00,Net 30,CA-775815-ABC
CUST-01210,Innovative Technologies Corp,Financial Services,SMB,Germany,Bavaria,Munich,2019-12-04,Active,REP-0203,$10M-$50M,30000.00,Net 30,DE842991692
CUST-01211,Premier Partners SARL,Professional Services,Mid-Market,United Kingdom,Scotland,Edinburgh,2022-04-02,Active,REP-0267,$100M+,45000.00,Net 15,GB484929958
CUST-01212,Advanced Group Pte Ltd,Healthcare,SMB,USA,Massachusetts,Boston,2022-02-09,Active,REP-0045,$5M-$10M,25000.00,Prepaid,12-2840029
CUST-01213,Innovative Enterprises LLC,Financial Services,Enterprise,Netherlands,North Holland,Amsterdam,2022-03-16,Active,REP-0289,$10M-$50M,150000.00,Net 45,NE-823063-XYZ
CUST-01214,Global Group LLC,Technology,Enterprise,Australia,Victoria,Melbourne,2020-09-12,Active,REP-0134,$100M+,80000.00,Prepaid,AU-516378-ABC
CUST-01215,Elite Services Corp,Education,Mid-Market,Australia,Victoria,Melbourne,2019-03-13,Active,REP-0156,$100M+,50000.00,Prepaid,AU-628543-123
CUST-01216,Nexus Corporation Inc,Healthcare,SMB,Canada,British Columbia,Vancouver,2021-04-08,Active,REP-0045,$50M-$100M,20000.00,Net 30,CA-128585-XYZ
CUST-01217,Advanced Technologies AG,Education,SMB,Germany,Berlin,Berlin,2022-02-23,Active,REP-0156,$10M-$50M,20000.00,Net 45,DE665715801
CUST-01218,Summit Innovations SARL,Healthcare,Mid-Market,Italy,Lombardy,Milan,2024-05-21,Active,REP-0245,$10M-$50M,40000.00,Net 60,IT-160461-XYZ
CUST-01219,Nexus Enterprises SRL,Professional Services,SMB,Australia,New South Wales,Sydney,2021-08-25,Inactive,REP-0045,$10M-$50M,30000.00,Net 60,AU-808343-123
CUST-01220,Nexus Systems Ltd,Education,Enterprise,Australia,New South Wales,Sydney,2021-07-09,Active,REP-0134,$10M-$50M,200000.00,Net 60,AU-498640-XYZ
CUST-01221,Smart Group SRL,Government,SMB,Netherlands,North Holland,Amsterdam,2018-01-25,Active,REP-0078,$5M-$10M,20000.00,Net 60,NE-129494-123
CUST-01222,Digital Industries LLC,Technology,Mid-Market,Singapore,,Singapore,2022-11-09,Active,REP-0112,$50M-$100M,60000.00,Net 30,SG-2020-538
CUST-01223,Innovative Solutions SRL,Education,Enterprise,Italy,Lombardy,Milan,2021-11-12,Active,REP-0289,$1M-$5M,200000.00,Net 30,IT-731657-XYZ
CUST-01224,Tech Industries Ltd,Government,SMB,Germany,Berlin,Berlin,2020-08-05,Churned,REP-0267,$5M-$10M,30000.00,Net 15,DE476160481
CUST-01225,Pro Solutions SRL,Government,SMB,United Kingdom,England,Manchester,2018-09-24,Active,REP-0112,$1M-$5M,30000.00,Net 45,GB731525133
CUST-01226,Global Innovations Inc,Healthcare,Enterprise,Australia,Victoria,Melbourne,2024-02-19,Active,REP-0134,$1M-$5M,150000.00,Net 60,AU-477272-ABC
CUST-01227,Summit Systems SARL,Government,Mid-Market,United Kingdom,England,London,2018-09-30,Active,REP-0156,$50M-$100M,40000.00,Net 60,GB873061878
CUST-01228,Smart Partners GmbH,Professional Services,Mid-Market,Canada,Ontario,Toronto,2023-09-19,Active,REP-0089,$50M-$100M,45000.00,Prepaid,CA-341822-123
CUST-01229,Quantum Corporation LLC,Government,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2023-03-31,Active,REP-0203,$50M-$100M,40000.00,Prepaid,FR-315674-123
CUST-01230,Smart Innovations Pte Ltd,Healthcare,SMB,Italy,Lazio,Rome,2021-07-26,Active,REP-0203,$1M-$5M,15000.00,Net 60,IT-605396-ABC
CUST-01231,Summit Corporation Corp,Manufacturing,Enterprise,United Kingdom,England,London,2019-03-31,Active,REP-0078,$1M-$5M,200000.00,Net 15,GB429882101
CUST-01232,Smart Solutions SRL,Healthcare,Enterprise,Italy,Lazio,Rome,2021-03-05,Active,REP-0267,$10M-$50M,80000.00,Net 30,IT-319599-ABC
CUST-01233,Quantum Technologies SARL,Professional Services,Enterprise,USA,California,San Diego,2024-05-23,Active,REP-0089,$10M-$50M,100000.00,Net 45,92-3135797
CUST-01234,Nexus Systems LLC,Professional Services,SMB,Spain,Catalonia,Barcelona,2023-11-27,Active,REP-0134,$100M+,30000.00,Net 15,SP-829626-XYZ
CUST-01235,Apex Corporation Corp,Technology,Enterprise,France,Ile-de-France,Paris,2021-11-30,Active,REP-0156,$5M-$10M,150000.00,Net 30,FR-366290-ABC
CUST-01236,Premier Systems AG,Government,Mid-Market,Singapore,,Singapore,2021-06-06,Active,REP-0267,$50M-$100M,50000.00,Net 45,SG-2020-819
CUST-01237,Premier Enterprises Ltd,Professional Services,Enterprise,Netherlands,North Holland,Amsterdam,2022-09-18,Active,REP-0245,$100M+,200000.00,Net 60,NE-462000-ABC
CUST-01238,Metro Systems GmbH,Government,Mid-Market,Canada,Ontario,Toronto,2023-06-11,Active,REP-0245,$50M-$100M,45000.00,Net 30,CA-283664-XYZ
CUST-01239,Elite Systems SARL,Education,Mid-Market,Singapore,,Singapore,2024-05-13,Active,REP-0045,$100M+,40000.00,Net 30,SG-2021-672
CUST-01240,Digital Innovations Inc,Financial Services,Mid-Market,Italy,Lazio,Rome,2019-12-05,Active,REP-0112,$100M+,60000.00,Prepaid,IT-808189-ABC
CUST-01241,Metro Corporation SARL,Retail,SMB,Germany,Bavaria,Munich,2023-10-20,Active,REP-0045,$100M+,30000.00,Prepaid,DE628338498
CUST-01242,Digital Enterprises Corp,Government,SMB,USA,Massachusetts,Boston,2018-03-22,Active,REP-0045,$100M+,25000.00,Net 30,97-4219066
CUST-01243,Metro Systems SARL,Retail,Enterprise,USA,Massachusetts,Boston,2018-10-01,Active,REP-0289,$50M-$100M,80000.00,Net 15,54-1811769
CUST-01244,Smart Enterprises Inc,Technology,SMB,Australia,Victoria,Melbourne,2023-03-29,Active,REP-0203,$100M+,15000.00,Net 45,AU-706852-XYZ
CUST-01245,Innovative Enterprises AG,Manufacturing,Enterprise,Germany,Bavaria,Munich,2023-12-14,Active,REP-0078,$5M-$10M,150000.00,Net 30,DE128586356
CUST-01246,Digital Enterprises LLC,Manufacturing,SMB,Netherlands,North Holland,Amsterdam,2023-05-10,Active,REP-0156,$100M+,25000.00,Net 60,NE-433034-XYZ
CUST-01247,Global Partners SARL,Retail,SMB,USA,California,San Diego,2024-01-10,Active,REP-0203,$50M-$100M,15000.00,Prepaid,36-7032613
CUST-01248,Pro Enterprises Inc,Healthcare,SMB,United Kingdom,Scotland,Edinburgh,2020-10-22,Active,REP-0289,$50M-$100M,20000.00,Net 45,GB217866619
CUST-01249,Smart Partners AG,Professional Services,SMB,Netherlands,North Holland,Amsterdam,2021-01-10,Active,REP-0112,$1M-$5M,20000.00,Net 60,NE-511966-ABC
CUST-01250,Digital Group Ltd,Financial Services,SMB,Australia,New South Wales,Sydney,2020-01-22,Active,REP-0112,$5M-$10M,20000.00,Net 45,AU-207946-XYZ
CUST-01251,Nexus Group Ltd,Manufacturing,Enterprise,Spain,Madrid,Madrid,2019-07-12,Active,REP-0245,$10M-$50M,80000.00,Net 15,SP-478328-XYZ
CUST-01252,Elite Group SRL,Manufacturing,Enterprise,Spain,Madrid,Madrid,2019-03-08,Active,REP-0089,$5M-$10M,200000.00,Prepaid,SP-522341-123
CUST-01253,Elite Group SRL,Professional Services,SMB,Germany,Bavaria,Munich,2022-05-29,Active,REP-0156,$1M-$5M,20000.00,Net 30,DE379266822
CUST-01254,Central Group Ltd,Education,SMB,France,Auvergne-Rhône-Alpes,Lyon,2019-05-21,Active,REP-0112,$10M-$50M,30000.00,Prepaid,FR-102664-XYZ
CUST-01255,Pro Services AG,Government,Enterprise,United Kingdom,England,London,2022-09-14,Active,REP-0289,$5M-$10M,150000.00,Net 45,GB244535414
CUST-01256,Metro Enterprises Ltd,Technology,SMB,Spain,Madrid,Madrid,2018-02-13,Churned,REP-0245,$5M-$10M,20000.00,Prepaid,SP-957313-XYZ
CUST-01257,Pro Systems SARL,Healthcare,Enterprise,Canada,Quebec,Montreal,2018-11-12,Active,REP-0089,$10M-$50M,100000.00,Net 60,CA-609958-XYZ
CUST-01258,Advanced Services GmbH,Healthcare,Mid-Market,Canada,British Columbia,Vancouver,2023-01-16,Active,REP-0134,$50M-$100M,60000.00,Net 45,CA-299137-123
CUST-01259,Premier Services Inc,Healthcare,SMB,France,Ile-de-France,Paris,2018-10-10,Active,REP-0289,$10M-$50M,25000.00,Net 60,FR-280601-XYZ
CUST-01260,Elite Partners SARL,Professional Services,Mid-Market,Canada,Ontario,Toronto,2024-03-29,Active,REP-0134,$1M-$5M,45000.00,Net 15,CA-957879-XYZ
CUST-01261,Metro Enterprises GmbH,Manufacturing,Enterprise,USA,Illinois,Chicago,2020-03-01,Active,REP-0156,$50M-$100M,80000.00,Net 60,43-4147079
CUST-01262,Premier Corporation LLC,Manufacturing,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2021-09-28,Active,REP-0267,$100M+,45000.00,Net 45,FR-215715-123
CUST-01263,Central Solutions Corp,Technology,SMB,Spain,Catalonia,Barcelona,2019-02-21,Active,REP-0156,$100M+,15000.00,Net 30,SP-732871-XYZ
CUST-01264,Metro Solutions SARL,Government,Enterprise,Australia,New South Wales,Sydney,2022-03-15,Active,REP-0156,$100M+,150000.00,Net 30,AU-242750-XYZ
CUST-01265,Elite Technologies SRL,Healthcare,Mid-Market,Italy,Lazio,Rome,2022-12-08,Churned,REP-0245,$1M-$5M,45000.00,Net 30,IT-478328-XYZ
CUST-01266,Apex Innovations SARL,Healthcare,SMB,USA,California,San Francisco,2020-07-04,Active,REP-0267,$100M+,20000.00,Net 60,35-7222613
CUST-01267,Global Group AG,Manufacturing,Mid-Market,Netherlands,North Holland,Amsterdam,2018-03-21,Active,REP-0045,$5M-$10M,45000.00,Net 15,NE-970136-XYZ
CUST-01268,Innovative Systems SARL,Financial Services,Enterprise,Germany,Berlin,Berlin,2018-06-21,Active,REP-0267,$50M-$100M,200000.00,Net 30,DE615635867
CUST-01269,Elite Industries Inc,Professional Services,Enterprise,Singapore,,Singapore,2022-09-29,Active,REP-0203,$1M-$5M,100000.00,Net 60,SG-2021-349
CUST-01270,Nexus Corporation Pte Ltd,Healthcare,Mid-Market,Australia,Victoria,Melbourne,2019-01-02,Active,REP-0134,$5M-$10M,45000.00,Net 60,AU-665227-XYZ
CUST-01271,Premier Corporation GmbH,Professional Services,Enterprise,France,Auvergne-Rhône-Alpes,Lyon,2020-04-08,Active,REP-0078,$10M-$50M,150000.00,Net 60,FR-766242-ABC
CUST-01272,Digital Enterprises AG,Manufacturing,Mid-Market,Netherlands,North Holland,Amsterdam,2022-11-24,Active,REP-0045,$50M-$100M,60000.00,Net 60,NE-676208-123
CUST-01273,Metro Innovations AG,Healthcare,SMB,Germany,Bavaria,Munich,2021-11-11,Active,REP-0203,$5M-$10M,20000.00,Net 15,DE447908656
CUST-01274,Digital Technologies LLC,Government,SMB,Germany,Berlin,Berlin,2020-11-04,Active,REP-0156,$100M+,25000.00,Net 60,DE214547223
CUST-01275,Pro Systems GmbH,Professional Services,Mid-Market,Spain,Madrid,Madrid,2018-05-01,Active,REP-0078,$100M+,50000.00,Net 45,SP-774650-XYZ
CUST-01276,Smart Services SARL,Professional Services,Mid-Market,Singapore,,Singapore,2020-09-22,Active,REP-0112,$50M-$100M,45000.00,Net 15,SG-2021-587
CUST-01277,Summit Solutions SRL,Education,Enterprise,Singapore,,Singapore,2019-06-22,Active,REP-0089,$100M+,200000.00,Prepaid,SG-2020-156
CUST-01278,Global Industries AG,Retail,Enterprise,Netherlands,North Holland,Amsterdam,2019-02-06,Active,REP-0156,$10M-$50M,150000.00,Net 30,NE-743386-ABC
CUST-01279,Summit Solutions SARL,Financial Services,SMB,United Kingdom,Scotland,Edinburgh,2019-10-18,Active,REP-0112,$10M-$50M,25000.00,Net 45,GB876971779
CUST-01280,Nexus Partners SRL,Healthcare,SMB,United Kingdom,England,Manchester,2023-01-22,Active,REP-0045,$5M-$10M,30000.00,Net 30,GB307921585
CUST-01281,Digital Enterprises SRL,Retail,Enterprise,Germany,Bavaria,Munich,2020-08-10,Active,REP-0045,$50M-$100M,80000.00,Prepaid,DE186541008
CUST-01282,Digital Group Inc,Manufacturing,Enterprise,Canada,Quebec,Montreal,2023-11-25,Active,REP-0267,$5M-$10M,80000.00,Prepaid,CA-997656-XYZ
CUST-01283,Nexus Technologies Ltd,Professional Services,SMB,Australia,Victoria,Melbourne,2021-02-26,Active,REP-0156,$5M-$10M,20000.00,Net 45,AU-985628-XYZ
CUST-01284,Central Services LLC,Healthcare,Enterprise,Germany,Berlin,Berlin,2021-05-05,Active,REP-0045,$100M+,80000.00,Prepaid,DE856626446
CUST-01285,Smart Group GmbH,Retail,SMB,Italy,Lombardy,Milan,2022-05-26,Active,REP-0112,$100M+,20000.00,Net 30,IT-512978-XYZ
CUST-01286,Digital Partners AG,Manufacturing,Mid-Market,Australia,Victoria,Melbourne,2023-10-12,Active,REP-0203,$1M-$5M,45000.00,Net 60,AU-457395-XYZ
CUST-01287,Pro Technologies SARL,Manufacturing,SMB,USA,Illinois,Chicago,2019-02-23,Active,REP-0289,$10M-$50M,25000.00,Net 60,65-4006960
CUST-01288,Nexus Systems GmbH,Education,SMB,Australia,Victoria,Melbourne,2022-09-01,Active,REP-0089,$5M-$10M,20000.00,Prepaid,AU-908569-123
CUST-01289,Central Group Corp,Government,Enterprise,USA,Texas,Austin,2023-07-08,Active,REP-0089,$5M-$10M,150000.00,Net 30,67-9051364
CUST-01290,Pro Innovations SRL,Technology,SMB,USA,Texas,Austin,2019-11-27,Active,REP-0134,$1M-$5M,20000.00,Net 60,29-9184290
CUST-01291,Summit Industries Ltd,Professional Services,Enterprise,Netherlands,North Holland,Amsterdam,2024-01-18,Active,REP-0245,$10M-$50M,80000.00,Net 30,NE-965319-123
CUST-01292,Quantum Systems GmbH,Retail,Enterprise,Australia,New South Wales,Sydney,2024-03-07,Active,REP-0045,$5M-$10M,200000.00,Net 30,AU-155556-ABC
CUST-01293,Tech Solutions SARL,Financial Services,Enterprise,United Kingdom,England,Manchester,2018-03-12,Active,REP-0245,$10M-$50M,100000.00,Net 15,GB216560518
CUST-01294,Innovative Corporation GmbH,Financial Services,SMB,Singapore,,Singapore,2021-08-30,Active,REP-0078,$50M-$100M,15000.00,Net 60,SG-2021-376
CUST-01295,Summit Enterprises LLC,Education,SMB,United Kingdom,England,London,2018-05-11,Active,REP-0134,$100M+,30000.00,Net 15,GB948312922
CUST-01296,Advanced Services GmbH,Financial Services,SMB,Germany,Hamburg,Hamburg,2022-06-24,Active,REP-0112,$10M-$50M,30000.00,Net 45,DE732554916
CUST-01297,Innovative Technologies Inc,Technology,Mid-Market,Italy,Lazio,Rome,2023-05-10,Active,REP-0134,$5M-$10M,60000.00,Net 45,IT-278497-ABC
CUST-01298,Digital Partners LLC,Manufacturing,Enterprise,Italy,Lombardy,Milan,2022-07-26,Active,REP-0045,$5M-$10M,80000.00,Net 30,IT-147378-ABC
CUST-01299,Quantum Corporation Inc,Technology,Enterprise,Singapore,,Singapore,2023-12-02,Active,REP-0134,$100M+,200000.00,Net 45,SG-2021-616
CUST-01300,Global Systems Corp,Technology,SMB,France,Ile-de-France,Paris,2020-02-13,Active,REP-0045,$50M-$100M,30000.00,Net 15,FR-207847-123
CUST-01301,Smart Partners Ltd,Healthcare,Enterprise,USA,California,San Diego,2024-04-26,Active,REP-0045,$100M+,100000.00,Net 30,59-2904562
CUST-01302,Pro Technologies SRL,Government,Enterprise,Germany,Hamburg,Hamburg,2020-05-08,Active,REP-0134,$100M+,100000.00,Net 60,DE541642935
CUST-01303,Quantum Partners SRL,Healthcare,Enterprise,Netherlands,North Holland,Amsterdam,2024-03-13,Active,REP-0156,$50M-$100M,100000.00,Prepaid,NE-901284-123
CUST-01304,Summit Enterprises AG,Technology,Enterprise,Singapore,,Singapore,2023-11-28,Active,REP-0156,$5M-$10M,100000.00,Net 45,SG-2020-145
CUST-01305,Quantum Partners GmbH,Financial Services,Enterprise,France,Auvergne-Rhône-Alpes,Lyon,2021-10-12,Active,REP-0078,$50M-$100M,150000.00,Net 60,FR-750179-123
CUST-01306,Global Technologies Corp,Healthcare,Mid-Market,USA,Texas,Houston,2020-09-03,Active,REP-0245,$10M-$50M,40000.00,Net 30,93-7562504
CUST-01307,Summit Systems Pte Ltd,Manufacturing,Mid-Market,USA,Washington,Seattle,2021-10-03,Active,REP-0045,$10M-$50M,40000.00,Net 45,74-8928955
CUST-01308,Summit Partners Inc,Technology,Mid-Market,Germany,Bavaria,Munich,2020-01-02,Active,REP-0245,$100M+,40000.00,Net 30,DE879406379
CUST-01309,Smart Services Inc,Professional Services,SMB,France,Auvergne-Rhône-Alpes,Lyon,2023-06-06,Active,REP-0156,$10M-$50M,25000.00,Net 45,FR-404489-123
CUST-01310,Pro Industries SARL,Manufacturing,Enterprise,Singapore,,Singapore,2023-11-18,Active,REP-0045,$5M-$10M,80000.00,Net 30,SG-2021-068
CUST-01311,Pro Systems SARL,Manufacturing,Enterprise,Italy,Lombardy,Milan,2021-12-01,Active,REP-0245,$10M-$50M,80000.00,Net 60,IT-812867-ABC
CUST-01312,Digital Systems AG,Healthcare,Mid-Market,Singapore,,Singapore,2023-01-03,Active,REP-0289,$1M-$5M,40000.00,Net 45,SG-2020-269
CUST-01313,Summit Services Corp,Education,SMB,Italy,Lombardy,Milan,2022-06-17,Active,REP-0156,$1M-$5M,30000.00,Net 15,IT-422976-123
CUST-01314,Central Services LLC,Professional Services,Mid-Market,Netherlands,North Holland,Amsterdam,2021-10-18,Active,REP-0112,$50M-$100M,45000.00,Prepaid,NE-537125-XYZ
CUST-01315,Innovative Services LLC,Education,Mid-Market,United Kingdom,England,London,2019-07-25,Active,REP-0156,$1M-$5M,60000.00,Prepaid,GB232211402
CUST-01316,Metro Industries Corp,Professional Services,Enterprise,USA,Washington,Seattle,2021-06-04,Active,REP-0089,$100M+,200000.00,Net 60,17-5220530
CUST-01317,Pro Corporation GmbH,Technology,Mid-Market,United Kingdom,Scotland,Edinburgh,2018-03-01,Active,REP-0045,$1M-$5M,50000.00,Prepaid,GB525993833
CUST-01318,Advanced Innovations Pte Ltd,Financial Services,Mid-Market,Netherlands,North Holland,Amsterdam,2020-09-05,Churned,REP-0203,$1M-$5M,40000.00,Net 30,NE-290503-ABC
CUST-01319,Metro Innovations AG,Financial Services,Enterprise,Spain,Catalonia,Barcelona,2021-10-24,Active,REP-0078,$5M-$10M,100000.00,Net 60,SP-999444-ABC
CUST-01320,Central Partners AG,Government,SMB,Singapore,,Singapore,2024-01-27,Active,REP-0045,$50M-$100M,15000.00,Net 60,SG-2022-621
CUST-01321,Quantum Services LLC,Education,Mid-Market,USA,Washington,Seattle,2018-01-02,Active,REP-0045,$5M-$10M,60000.00,Net 45,40-7533624
CUST-01322,Smart Enterprises LLC,Education,Enterprise,Spain,Madrid,Madrid,2020-06-15,Active,REP-0078,$100M+,200000.00,Prepaid,SP-809417-ABC
CUST-01323,Smart Services Corp,Professional Services,Enterprise,USA,California,San Francisco,2024-05-06,Active,REP-0245,$5M-$10M,150000.00,Net 45,75-4642211
CUST-01324,Central Industries LLC,Financial Services,SMB,Spain,Madrid,Madrid,2022-09-14,Active,REP-0089,$10M-$50M,30000.00,Net 60,SP-172362-ABC
CUST-01325,Digital Corporation GmbH,Technology,Enterprise,Netherlands,North Holland,Amsterdam,2021-12-10,Active,REP-0267,$100M+,150000.00,Net 60,NE-583404-123
CUST-01326,Global Group Corp,Retail,SMB,Singapore,,Singapore,2019-10-23,Active,REP-0245,$10M-$50M,25000.00,Net 15,SG-2021-540
CUST-01327,Pro Systems AG,Retail,SMB,Australia,New South Wales,Sydney,2023-04-16,Active,REP-0089,$10M-$50M,30000.00,Net 30,AU-298753-XYZ
CUST-01328,Tech Industries LLC,Government,Enterprise,United Kingdom,England,Manchester,2023-08-05,Active,REP-0045,$10M-$50M,100000.00,Net 30,GB306315369
CUST-01329,Central Industries Inc,Education,Enterprise,Germany,Hamburg,Hamburg,2020-02-09,Active,REP-0289,$5M-$10M,150000.00,Net 30,DE612697225
CUST-01330,Digital Corporation Pte Ltd,Government,Enterprise,Germany,Bavaria,Munich,2018-10-21,Active,REP-0289,$100M+,80000.00,Net 60,DE162564649
CUST-01331,Central Partners Pte Ltd,Manufacturing,SMB,Spain,Catalonia,Barcelona,2018-07-01,Active,REP-0078,$50M-$100M,25000.00,Net 30,SP-978119-XYZ
CUST-01332,Advanced Group SRL,Financial Services,SMB,Netherlands,North Holland,Amsterdam,2020-07-13,Active,REP-0112,$100M+,15000.00,Prepaid,NE-773732-123
CUST-01333,Metro Group LLC,Financial Services,Enterprise,Singapore,,Singapore,2021-09-25,Active,REP-0245,$50M-$100M,100000.00,Net 60,SG-2023-016
CUST-01334,Advanced Group SARL,Healthcare,Mid-Market,United Kingdom,Scotland,Edinburgh,2021-06-13,Active,REP-0289,$1M-$5M,40000.00,Prepaid,GB683937292
CUST-01335,Global Technologies Inc,Retail,Mid-Market,Spain,Catalonia,Barcelona,2019-05-03,Active,REP-0045,$100M+,40000.00,Net 60,SP-715459-123
CUST-01336,Quantum Enterprises Pte Ltd,Government,Mid-Market,Netherlands,North Holland,Amsterdam,2021-10-31,Active,REP-0203,$50M-$100M,45000.00,Prepaid,NE-660398-ABC
CUST-01337,Quantum Technologies Ltd,Professional Services,Enterprise,Canada,Quebec,Montreal,2023-01-27,Active,REP-0289,$50M-$100M,150000.00,Net 45,CA-199144-XYZ
CUST-01338,Smart Solutions SARL,Healthcare,Enterprise,Netherlands,North Holland,Amsterdam,2021-05-22,Active,REP-0156,$100M+,80000.00,Net 15,NE-534633-XYZ
CUST-01339,Digital Industries LLC,Technology,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2023-05-31,Active,REP-0134,$10M-$50M,40000.00,Net 15,FR-556672-123
CUST-01340,Advanced Technologies Ltd,Government,Enterprise,Canada,Quebec,Montreal,2020-12-27,Active,REP-0245,$50M-$100M,100000.00,Net 30,CA-602777-ABC
CUST-01341,Elite Group SARL,Retail,Mid-Market,Germany,Bavaria,Munich,2021-10-26,Active,REP-0156,$100M+,45000.00,Net 60,DE829540576
CUST-01342,Summit Industries Inc,Professional Services,SMB,Germany,Berlin,Berlin,2018-05-31,Active,REP-0112,$50M-$100M,25000.00,Prepaid,DE243777628
CUST-01343,Summit Systems Corp,Technology,Enterprise,Canada,Ontario,Toronto,2018-11-06,Active,REP-0156,$5M-$10M,200000.00,Net 45,CA-520956-XYZ
